pointcall_outdate,different date if any,captain_name,different capt if any,ship_name,different ship_name if any,ship_homeport,different homeport if any,observations,geniève (pintes de Paris),eau-de-vie (pintes de Paris),Taffia (pintes de Paris),tabac en feuilles (livres poids),thé (livres poids),corinthes (livres poids),vin rouge (pintes),vin fin (pintes),vin (barriques),vin (pots),liqueurs (pintes),tabac en poudre (livre poids),tabac fabriqué (livres poids),tabac en côtes (livres poids),drogues (livres poids),rhubarbre (livres poids),amidon (livres poids),café (livres poids),sucre brut (livres poids),sucre rafiné (livres),sucre en pain (livres poids),mousseline (livres poids),mousseline (livres tounois),mousseline des Indes (livres tournois),mousselines et mouchoirs (livres tournois),mouchoirs de mousseline (livres poids),mouchoirs de mousselin (valeur en £-stg),mouchoirs de soie (livres poids),mouchoirs de soie (livres tournois),perses (livres poids),nankins (livres poids),nankins (pièces),mouchoirs de Bandannoes (livres poids),Bandanoes (livres poids),bandanoes (valeur livres tournois),Bandanoes (pièces),Dimity (?) (livres poids),crêpes (livres poids),Soie des Indes (livres poids),soie et mousseline (livres tournois),marchandises des Indes (livres tournois),soieries (livres tournois),Jalap (livres poids),Taffetas (livres poids),Cambray (en livres tournois),Cambray (en £ stg),cambray (livres poids),Gauzes (livres poids),mercerie fine (livres poids),sené (livres poids),nacres de perle (livres tournois),pots de vess (en bouteiilles) /  potjevleesch???,porcelaine (livres tournois),voiture,Chocolat (livres poids),cartes à jouer (en livres poids),poudre à poudrer (livres poids),ship_id,ship_tonnage,pointcall_name,homeport_uhgs_id,ship_flag_standardized_fr,source_doc_id,homeport_lat,homeport_long,homeport_standardized_fr,mois,outdate,homeport_geom4326,homeport_comte,homeport_substate_1789_fr,homeport_state_1789_fr,pointcall_uhgs_id,pointcall_toponyme_fr,pointcall_toponyme_en,pointcall_lat,pointcall_long,pointcall_substate_1789_fr,pointcall_state_1789_fr,pointcall_partner_balance_1789,pointcall_partner_balance_supp_1789,pointcall_geom4326,shipment_price
1787=05=10,,"Elliott, Guillaume",,Effort,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000759N,100,Londres,A0381691,britannique,110549,"51,516,667","-0,1",Londres,5,1787-05-10,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),3014
1787=05=08,,"How, Samuel",,Marie,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002234N,100,Londres,A0381691,britannique,110534,"51,516,667","-0,1",Londres,5,1787-05-08,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),3014
1787=05=16,,"Marchen, Ennever",,Industrie,,Londres,,,100,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002541N,12,Lisbonne [mais: Angleterre],A0381691,britannique,110594,"51,516,667","-0,1",Londres,5,1787-05-16,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3037
1787=04=12,,"Martin, Joseph",,Marchand,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001437N,100,Londres,A0381691,britannique,110404,"51,516,667","-0,1",Londres,4,1787-04-12,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),3037
1787=04=05,,"Mellick, Jean",,Prince d'Orange,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001441N,60,Londres,A0381691,britannique,110353,"51,516,667","-0,1",Londres,4,1787-04-05,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),3037
1787=03=13,,"Corby, Robert",,Joseph et Marie,,Londres,,1 paquet de Cambray dont valeur 200£-stg,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,0000455N,12,Lisbonne [mais: Angleterre],A0381691,britannique,110150,"51,516,667","-0,1",Londres,3,1787-03-13,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2978
1787=02=23,,"Gunston, Thomas",,Aigle,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001517N,32,Calais,A0381691,britannique,110034,"51,516,667","-0,1",Londres,2,1787-02-23,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0165080,Calais,Calais,"50,95","1,833,333",,France,,France,POINT (1.833333 50.95),2978
1787=02=10,,"Newcomb, John",,Prince George,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000794N,65,Londres,A0381691,britannique,109959,"51,516,667","-0,1",Londres,2,1787-02-10,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),2978
1787=02=09,,"Corby, Robert",,Joseph et Marie,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000455N,12,Lisbonne [mais: Angleterre],A0381691,britannique,109951,"51,516,667","-0,1",Londres,2,1787-02-09,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),2978
1787=02=03,,"Meldick, John",,Prince d'Orange,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001441N,60,Londres,A0381691,britannique,109909,"51,516,667","-0,1",Londres,2,1787-02-03,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),2978
1787=01=18,,"Reed, George",,Aimables Amis,,Londres,,,10 000,5 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003950N,12,Lisbonne [mais: Angleterre],A0381691,britannique,109820,"51,516,667","-0,1",Londres,1,1787-01-18,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),11796
1787=01=03,,"Corby, Robert",,Joseph et Marie,,Londres,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000455N,12,Lisbonne [mais: Angleterre],A0381691,britannique,109743,"51,516,667","-0,1",Londres,1,1787-01-03,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),5941
1787=01=05,,"Folley, Stephen",,Succes,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003590N,35,Londres,A0381691,britannique,109757,"51,516,667","-0,1",Londres,1,1787-01-05,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),5941
1787=04=28,,"Cairns, Jean",,Jeanne,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003890N,100,Londres,A0381691,britannique,110501,"51,516,667","-0,1",Londres,4,1787-04-28,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),5941
1787=06=23,,"Appley, Jean",,Betzey,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0012861N,110,Londres,A0381691,britannique,110824,"51,516,667","-0,1",Londres,6,1787-06-23,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),5941
1787=06=27,,"Alidon, James",,Happy,,Londres,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001101N,12,Lisbonne [mais: Angleterre],A0381691,britannique,110832,"51,516,667","-0,1",Londres,6,1787-06-27,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),5941
1787=10=29,,"Johnson, James",,Dunkerque,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000492N,96,Londres,A0381691,britannique,111613,"51,516,667","-0,1",Londres,10,1787-10-29,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),5941
1787=08=24,,"Patry, John",,Baleine,,Londres,,,200,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003660N,12,Lisbonne [mais: Angleterre],A0381691,britannique,111193,"51,516,667","-0,1",Londres,8,1787-08-24,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3084
1787=06=16,,"Wharam, Richard",,Surs,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000815N,100,Londres,A0381691,britannique,110786,"51,516,667","-0,1",Londres,6,1787-06-16,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),3084
1787=09=10,,"Johnson, James",,Dunkerque,,Londres,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000492N,96,Londres,A0381691,britannique,111300,"51,516,667","-0,1",Londres,9,1787-09-10,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),3084
1787=05=18,,"Mackwy, Jean",,Vigne,,Londres,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003304N,12,Lisbonne [mais: Angleterre],A0381691,britannique,110609,"51,516,667","-0,1",Londres,5,1787-05-18,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),3014
1787=04=21,,"Briclby, Jean",,Intégrité,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000675N,120,Riga,A0381691,britannique,110474,"51,516,667","-0,1",Londres,4,1787-04-21,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A1010107,Riga,Riga,"56,95","24,1",,Russie,Russie,Etranger,POINT (24.1 56.95),3014
1787=03=12,,"Forbes, André",,Nancy,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000831N,100,Liverpool,A0381691,britannique,110139,"51,516,667","-0,1",Londres,3,1787-03-12,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0379790,Liverpool,Liverpool,"5,341,164","-2,978,725",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2.978725 53.41164),3014
1787=02=01,,"Burt, John",,Prince de Galles,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000748N,60,Londres,A0381691,britannique,109895,"51,516,667","-0,1",Londres,2,1787-02-01,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),3014
1787=08=18,,"Wharam, Richard",,Surs,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000815N,100,Londres,A0381691,britannique,111160,"51,516,667","-0,1",Londres,8,1787-08-18,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),3014
1787=03=03,,"Willes, Roger",,Britania,,Londres,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000772N,110,Londres,A0381691,britannique,110085,"51,516,667","-0,1",Londres,3,1787-03-03,POINT (-0.1 51.516667),Middlesex,Angleterre,Grande-Bretagne,A0381691,Londres,London,"51,516,667","-0,1",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-0.1 51.516667),3014
1787=03=29,,"Keas, Richard",,Surs,,Bristol,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000817N,150,Newry,A0406859,britannique,110281,"51,45","-2,583,333",Bristol,3,1787-03-29,POINT (-2.583333 51.45),Somerset shire,Angleterre,Grande-Bretagne,A0381676,Newry,Newry,"54,183,333","-6,333,333",Irlande,Grande-Bretagne,Angleterre,Etranger,POINT (-6.333333 54.183333),3014
1787=07=18,,"Gittings, Thomas",,Lively,,Folkestone,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001516N,12,Folkstone,A0387292,britannique,110956,"51,083,333","1,183,333",Folkestone,7,1787-07-18,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0387292,Folkestone,Folkestone,"51,083,333","1,183,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (1.183333 51.083333),2990
1787=12=21,1787=12=20,"Marsh, Thomas",,Hazard,,Folkestone,,,5 200,900,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001439N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111925,"51,083,333","1,183,333",Folkestone,12,1787-12-21,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),5540
1787=12=14,,"Stevenson, John",,Hope,,[Folkestone],Folkestone,,3 800,700,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000554N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111880,"51,083,333","1,183,333",Folkestone,12,1787-12-14,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4536
1787=12=14,,"Marsh, Thomas",,Hazard,,Folkestone,,,4 720,700,200,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001439N,12,Bergen [mais: Angleterre],A0387292,britannique,111879,"51,083,333","1,183,333",Folkestone,12,1787-12-14,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),5043
1787=12=11,,"Feast, Jean",,Peggy,,Folkestone,,,4 400,1 400,60,6 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003792N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111845,"51,083,333","1,183,333",Folkestone,12,1787-12-11,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),7309
1787=12=07,1787=12=10,"Stevenson, John",,Hope,Esperance,Folkestone,,,3 000,600,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000554N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111823,"51,083,333","1,183,333",Folkestone,12,1787-12-07,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),6034
1787=12=05,,"Sandford, Henri","Standford, Henry",Bonne Intention,,Folkestone,,,,820,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001632N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111796,"51,083,333","1,183,333",Folkestone,12,1787-12-05,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4184
1787=11=30,1787=12=01,"Feast, Jean",,Peggy,,Folkestone,,,3 800,400,120,1 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003792N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111774,"51,083,333","1,183,333",Folkestone,11,1787-11-30,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4780
1787=11=30,,"Begaus, John",,Deux Frères,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001675N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111769,"51,083,333","1,183,333",Folkestone,11,1787-11-30,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4780
1787=11=24,,"Feast, Jean",,Peggy,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003792N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111745,"51,083,333","1,183,333",Folkestone,11,1787-11-24,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4780
1787=10=20,,"Cunningham, Robert",,Allert,,Folkestone,,,20,,480,7 800,,35,,,,,,,96,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001390N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111583,"51,083,333","1,183,333",Folkestone,10,1787-10-20,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),5030
1787=10=20,,"Richards, Edward",,Rambler,,Folkestone,,,,,2 000,8 000,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001649N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111582,"51,083,333","1,183,333",Folkestone,10,1787-10-20,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),5988
1787=10=10,,"Geffery, Thomas",,Charmante Molly,,Folkestone,,NOT in the Manuscript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000351N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111528,"51,083,333","1,183,333",Folkestone,10,1787-10-10,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),5988
1787=10=11,1787=10=10,"Jeffry, Thomas","Jeffery, Thomas",Charmante Molly,,Folkestone,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,9 600,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,0000351N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111517,"51,083,333","1,183,333",Folkestone,10,1787-10-11,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),6014
1787=09=24,,"Feast, Jean",,Peggy,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003792N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111418,"51,083,333","1,183,333",Folkestone,9,1787-09-24,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),6014
1787=09=20,,"Gitting, Thomas",,Lively,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001516N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111389,"51,083,333","1,183,333",Folkestone,9,1787-09-20,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),6014
1787=09=20,,"Shallock, Philippe",,Allerte,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001390N,12,Folkstone,A0387292,britannique,111382,"51,083,333","1,183,333",Folkestone,9,1787-09-20,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0387292,Folkestone,Folkestone,"51,083,333","1,183,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (1.183333 51.083333),6014
1787=09=20,,"Cunningham, Robert",,Allerte,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001390N,12,Folkstone,A0387292,britannique,111381,"51,083,333","1,183,333",Folkestone,9,1787-09-20,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0387292,Folkestone,Folkestone,"51,083,333","1,183,333",Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (1.183333 51.083333),6014
1787=07=19,,"Bardil, Pierre",,Peggy,,Guernezé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003975N,45,Guernesey,A1945598,britannique,110961,"49,45","-2,6",Guernesey,7,1787-07-19,POINT (-2.6 49.45),Guernesey,Iles anglo-normandes,Grande-Bretagne,A1945598,Guernesey,Guernesey,"49,45","-2,6",Iles anglo-normandes,Grande-Bretagne,Angleterre,Etranger,POINT (-2.6 49.45),6014
1787=09=12,,"Fearn, George",,Rover,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001257N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111333,"51,083,333","1,183,333",Folkestone,9,1787-09-12,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),6014
1787=09=07,,"Rolfe, William",,Bonne Intention,,Folkestone,,NO MANUSCRIPT FOR THIS MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001632N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111286,"51,083,333","1,183,333",Folkestone,9,1787-09-07,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),6014
1787=08=18,,"Cunningham, Robert",,Alert,,Folkestone,,,,40,280,6 000,,1 200,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001390N,12,Lisbonne [mais: Angleterre],A0387292,britannique,111154,"51,083,333","1,183,333",Folkestone,8,1787-08-18,POINT (1.183333 51.083333),Kent,Angleterre,Grande-Bretagne,A0394917,Angleterre (destination simulée pour),England (fake destination for),53,-2,Angleterre,Grande-Bretagne,Angleterre,Etranger,POINT (-2 53),4066
