,ogc_fid,uhgs_id,x,y,total,toponym,toponyme_standard_fr,toponyme_standard_en,substate_1789_fr,state_1789_fr,substate_1789_en,state_1789_en,belonging_states,belonging_substates,status,has_a_clerk,geonameid,admiralty,province,shiparea,ferme_direction,ferme_bureau,partner_balance_1789,partner_balance_supp_1789,point
1013,446,A0382128,-4.116667,51.216667,1,Ilfracombe,Ilfracombe,Ilfracombe,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,11001291.0,,Devon shire,ANE-LUND,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-458265.274205473,6659709.465537078]}"
1014,568,D0000003,79.79187,11.827567,1,La Côte de Coromandel,Côte de Coromandel,Coromandel Coast,,multi-Etat,,Multi-state,"[{""1749-1815"" : ""multi-Etat""}]",,,,11679781.0,,,INE-CORO,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[8882390.337843081,1326090.667897241]}"
1015,219,A0085627,3.183333,41.883333,0,Carilla en Catalogne [Calella],Calella,Calella,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3127006.0,,,MED-BALN,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[354367.008585424,5143519.282245529]}"
1016,843,A0251286,8.116667,43.916667,3,Auxerro en rivière de Gènes  [Cervo],Cervo,Cervo,,République de Gênes,,Republic of Genoa,"[{""1749-1797"" : ""République de Gênes""},{""1797-1805"" : ""République ligurienne""},{""1805-1815"" : ""France""}]",,,,8961087.0,,,MED-LIGS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[903543.237378568,5452555.253043513]}"
1017,142,A0221139,8.321686,41.083492,7,Anaires,Anaires / Asinara,Asinara,Sardaigne,Royaume de Piémont-Sardaigne,Sardinia,Kingdom of Sardinia,"[{""1749-1815"" : ""Royaume de Piémont-Sardaigne""}]","[{""1749-1815"" : ""Sardaigne""}]",,,8984893.0,,,MED-SARS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[926365.848061513,5024664.525690363]}"
1018,636,A1482437,27.795556,40.397778,3,Artaqui,Artaqui / Erdek,Erdek,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,829825.0,,,BSE-STRA,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[3094187.140235921,4923915.786963011]}"
1019,1353,A0619677,4.633333,52.466667,0,Veensens [Velsen],Velsen,Velsen,Hollande,Provinces-Unies,Holland,United Provinces,"[{""1749-1794"" : ""Provinces-Unies""},{""1795-1805"" : ""République batave""},{""1806-1810"" : ""Royaume de Hollande""},{""1811-1813"" : ""France""},{""1814-1815"" : ""Royaume uni des Pays-Bas""}]","[{""1749-1794"" : ""Hollande""}]",,,,,,NOR-THAM,,,Hollande,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[515780.27023567,6884948.685343524]}"
1020,338,A0231556,9.483333,40.916667,1,Terreneuve en Sardaigne [Olbia],Terranova (Olbia),Terranova (Olbia),Sardaigne,Royaume de Piémont-Sardaigne,Sardinia,Kingdom of Sardinia,"[{""1749-1815"" : ""Royaume de Piémont-Sardaigne""}]","[{""1749-1815"" : ""Sardaigne""}]",,,6156902.0,,,MED-TYWC,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1055679.800583047,5000057.824765922]}"
1021,1434,B2046784,-74.133333,18.516667,0,Milfort,Milfort,Milfort,Colonies françaises d'Amérique,France,French colonies in America,France,"[{""1749-1803"" : ""France""},{""1804-1815"" : ""Haïti""}]","[{""1749-1803"" : ""Colonies françaises d'Amérique""}]",,,,Jérémie,Saint-Domingue,GUL-APPR,,,Saint-Domingue,colonies françaises,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-8252484.880368182,2098113.098621392]}"
1022,1342,A0618079,5.55,53.033333,0,Jeuvev [Jouswerd],Jouswerd,Jouswerd,Frise,Provinces-Unies,Friesland,United Provinces,"[{""1749-1794"" : ""Provinces-Unies""},{""1795-1805"" : ""République batave""},{""1806-1810"" : ""Royaume de Hollande""},{""1811-1813"" : ""France""},{""1814-1815"" : ""Royaume uni des Pays-Bas""}]","[{""1749-1794"" : ""Frise""}]",,,,,,NOR-GBIG,,,Hollande,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[617823.17390267,6989166.004856936]}"
1023,25,A0869447,11.383333,59.15,47,Frédérickshall,Frederikshald / Halden,Frederikshald / Halden,Norvège,Danemark,Norway,Denmark,"[{""1749-1815"" : ""Danemark""}]","[{""1749-1815"" : ""Norvège""}]",,,9304020.0,,,BAL-SKAG,,,Danemark,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1267186.833090268,8212878.514544088]}"
1024,80,A0092011,-1.314096,37.59832,16,Almazaron,Mazarrón,Mazarrón,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,2513983.0,,,MED-ALBO,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-146284.497573478,4522836.275845174]}"
1025,1401,A0827760,8.616667,56.516667,0,Bremd [Bremdal],Bremdal,Bremdal,,Danemark,,Denmark,"[{""1749-1815"" : ""Danemark""}]",,,,,,,BAL-BELT,,,Danemark,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[959202.982775204,7661964.578642906]}"
1026,1327,A0406727,-0.208056,54.095,0,Bridlington,Bridlington,Bridlington,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,,,York shire,NOR-HUMB,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-23160.687976486,7188168.726236602]}"
1027,100,B0000944, -56.030120, 50.782584,2,Havre de Boutitout en Terreneuve,Boutitou,Boutitou,Colonies britanniques d'Amérique,Grande-Bretagne,British colonies in America,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Colonies britanniques d'Amérique""}]",,,5975224.0,,,ACA-NEWF,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-6237244.427486013,6582925.084779285]}"
1028,463,A0743522,10,53.55,255,Hambourg,Hambourg,Hamburg,,Hambourg,,Hamburg,"[{""1749-1810"" : ""Hambourg""},{""1810-1813"" : ""France""}]",,,,2911298.0,,,NOR-GBIG,,,Quatre villes hanséatiques,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1113194.907932734,7085388.165495079]}"
1029,964,A0221618,15.166667,36.683333,1,Cap Passero,cap Passero,Cape Passaro,Sicile,Royaume de Naples,Sicily,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]","[{""1749-1815"" : ""Sicile""}]",,,2523703.0,,,MED-SIST,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1688345.647471146,4395058.929024593]}"
1030,323,A0207469,-0.9,49.366667,138,Vierville,Vierville,Vierville,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2969258.0,Isigny,Normandie,MAN-WIGH,Caen,Caen,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-100187.541713946,6337307.682070237]}"
1031,936,A0592950,-8.623056,52.664722,8,Limerick,Limerick ,Limerick ,Irlande,Grande-Bretagne,Ireland,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Irlande""}]",,,2962939.0,,Irlande,ANE-SHAN,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-959914.203001882,6921219.772077722]}"
1032,1160,A0234281,13.883333,37.983333,1,Campofelice,Campofelice,Campofelice,Sicile,Royaume de Naples,Sicily,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]","[{""1749-1815"" : ""Sicile""}]",,,,,,MED-TYSC,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1545485.560073451,4577071.592236208]}"
1033,876,A0133336,-1.166667,44.65,5,Arcachon,Arcachon,Arcachon,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3037253.0,Bordeaux,Guyenne,ACE-CANT,Bordeaux,Bordeaux,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-129872.776365317,5566588.421489562]}"
1034,1017,A1945858,-2.2,49.716667,34,Origny,Aurigny,Alderney,Iles anglo-normandes,Grande-Bretagne,Channel Islands,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Iles anglo-normandes""}]",,,3042422.0,,Guernesey,MAN-WIGH,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-244902.879745201,6397351.380330231]}"
1035,997,A0125625,6.166667,43.033333,1,Pradeau près des Iles d' Hieres,Rade du Pradeau,Rade du Pradeau,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3178175.0,Toulon,Provence,MED-LIGS,Toulon,Toulon,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[686470.230331684,5317046.846462105]}"
1036,1143,A0175688,-4.083333,48.2,12,Chateaulin,Chateaulin,Chateaulin,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3026262.0,Quimper,Bretagne,ACE-IROI,Lorient,Quimper,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-454554.55029937,6140192.439289726]}"
1037,453,B0000950, -55.743871 , 51.103046,1,Havre de Grandes Oyes en Terreneuve,Les Grandes Oies,Grandois,Colonies britanniques d'Amérique,Grande-Bretagne,British colonies in America,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Colonies britanniques d'Amérique""}]",,,5964635.0,,,ACA-NEWF,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-6205379.33456593,6639541.648296459]}"
1038,889,A0129606,-5.083333,48.45,1,Ouessant,Ouessant,Ouessant,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,6620083.0,Brest,Bretagne,MAN-PLYM,Lorient,Brest,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-565874.041092642,6182047.999176792]}"
1039,624,A0070721,0.116667,38.85,2,Denia,Dénia,Dénia,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,2518878.0,,,MED-BALS,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[12987.311032378,4700208.078504527]}"
1040,904,A1965197,4.837303,43.335167,1,Embouchure du Rhone,embouchure du Rhône,mouth of the Rhône,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2982435.0,Arles,Provence,MED-LIGS,Marseille,Arles,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[538486.106772775,5363127.628614814]}"
1041,760,A0212088,1.616667,50.216667,42,Le Crotoy,Le Crotoy,Le Crotoy,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3004398.0,Abbeville,Picardie, MAN-WIGH,Amiens,Abbeville,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[179966.54722229,6483883.645336522]}"
1042,1268,A0178449,-3.35,47.683333,0,Gavre,Gâvres ,Gâvres ,,France,,France,"[{""1749-1815"" : ""France""}]",,,,,Lorient,Bretagne,ACE-IROI,Lorient,Lorient,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-372920.294157466,6054333.491894965]}"
1043,1138,A0248371,16.516667,39.6,4,Corigliano en Calabre,Corigliano Calabro,Corigliano Calabro,,Royaume de Naples,,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]",,,,2524929.0,,,MED-IONN,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1838626.960042064,4807984.493190501]}"
1044,47,A0083054,1.133333,41.066667,4,Salau,Salou,Salou,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3110986.0,,,MED-BALN,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[126162.052459214,5022180.009764822]}"
1045,1284,A0199795,-2.55,47.516667,0,Kyroyat,Kervoyal,Kervoyal,,France,,France,"[{""1749-1815"" : ""France""}]",,,,,Vannes,Bretagne,ACE-IROI,Lorient,Vannes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-283864.701522847,6026818.838490979]}"
1046,878,A0166649,5.6,43.166667,569,Ciotat,La Ciotat,La Ciotat,,France,,France,"[{""1749-1815"" : ""France""}]",,siège amirauté,True,3010025.0,La Ciotat,Provence,MED-LIGS,Marseille,La Ciotat,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[623389.148442333,5337374.769001438]}"
1047,1067,D3874565,76.25,10,1,Malabar,côte de Malabar,Malabar,,multi-Etat,,Multi-state,"[{""1749-1815"" : ""multi-Etat""}]",,,,2989626.0,,,,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[8488111.172987109,1118889.97485796]}"
1048,773,A0241780,7.9,43.833333,3,Saint Etienne,Saint Etienne,Santo Stefano,,République de Gênes,,Republic of Genoa,"[{""1749-1797"" : ""République de Gênes""},{""1797-1805"" : ""République ligurienne""},{""1805-1815"" : ""France""}]",,,,3167251.0,,,MED-LIGS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[879423.97726686,5439686.203325693]}"
1049,501,A0209567,-1.55,49.016667,102,Reneville,Regnéville,Regnéville,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2984159.0,Coutances,Normandie,MAN-PORT,Caen,Granville,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-172545.210729575,6277689.908517164]}"
1050,488,A0165056,-1.433333,46.333333,89,La Tranche sur Mer,La Tranche-sur-Mer,La Tranche-sur-Mer,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3006183.0,Sables-d’Olonne,Poitou,ACE-ROCH,La Rochelle,Sables d'Olonne,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-159557.899697196,5833927.923913791]}"
1051,538,A0164581,-3.314366,47.703714,1,Le Kerner,Kerner,Kerner,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3011634.0,Vannes,Bretagne,ACE-IROI,Lorient,Vannes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-368953.53542254,6057704.188195809]}"
1052,802,A0138654,-1.952934,47.045002,153,Bourgneuf,Bourgneuf,Bourgneuf,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3030970.0,Nantes,Bretagne,ACE-YEUX,Nantes,Nantes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-217399.618432871,5949422.640179352]}"
1053,1023,A0124817,-1.55,47.216667,2838,Nantes,Nantes,Nantes,,France,,France,"[{""1749-1815"" : ""France""}]",,siège amirauté,True,2990969.0,Nantes,Bretagne,ACE-YEUX,Nantes,Nantes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-172545.210729575,5977511.628232527]}"
1054,685,A0216173,-1.95,46.7,1,Croidevie [Croix de Vie],Croix-de-Vie,Croix-de-Vie,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3022348.0,Sables-d’Olonne,Poitou,ACE-YEUX,La Rochelle,Sables d'Olonne,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-217073.007046884,5893243.176525357]}"
1055,679,A1467538,30.689722,36.9125,3,Satalie,Satalia,Antalya,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,1106781.0,,,MED-MEDE,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[3416364.225627125,4426917.423340393]}"
1056,1077,A0144281,-3.083333,47.583333,31,Carnac,Carnac,Carnac,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3028575.0,Vannes,Bretagne,ACE-IROI,Lorient,Vannes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-343235.059506098,6037814.118846004]}"
1057,1102,A0153978,-2.166667,47.133333,1,La Plaine,La Plaine,La Plaine,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3007262.0,Nantes,Bretagne,ACE-YEUX,Nantes,Nantes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-241192.267158589,5963864.631935203]}"
1058,888,A0141185,-4.614409,48.33643,8,Minou,Minou,Minou,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3011925.0,Brest,Bretagne,ACE-IROI,Lorient,Brest,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-513673.660191898,6163008.419639903]}"
1059,228,A0162516,-2.433333,47.266667,103,Le Pouliguen,Le Pouliguen,Le Pouliguen,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3002534.0,Nantes,Bretagne,ACE-YEUX,Nantes,Le Pouliguen,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-270877.390490469,5985710.057070605]}"
1060,712,A0124809,-0.783333,45.483333,31,Mortagne,Mortagne,Mortagne,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3225068.0,Marennes,Saintonge,ACE-ROCH,La Rochelle,Marennes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-87200.230681567,5697936.045422588]}"
1061,749,A0169240,-1.133333,46.366667,13,Champagné-les-Marais,Champagné-les-Marais,Champagné-les-Marais,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3027250.0,Sables-d’Olonne,Poitou,ACE-ROCH,La Rochelle,Sables d'Olonne,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-126162.052459214,5839303.827435805]}"
1062,801,A0186080,-3.55,47.866667,64,Quimperlé,Quimperlé,Quimperlé,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,2984699.0,Quimper,Bretagne,ACE-IROI,Lorient,Quimper,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-395184.192316122,6084701.569863643]}"
1063,1235,A0142265,3.083333,43.1,0,Gruissan,Gruissan,Gruissan,,France,,France,"[{""1749-1815"" : ""France""}]",,,,,Narbonne,Languedoc,MED-LION,Narbonne,Narbonne,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[343235.059506098,5327205.274270458]}"
1064,1057,B2116953,-55.783333,51.083333,4,Baye Saint Jullien en Terreneuve,Saint-Juliens,St. Julien,Colonies britanniques d'Amérique,Grande-Bretagne,British colonies in America,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Colonies britanniques d'Amérique""}]",,,5964635.0,,,ACA-NEWF,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-6209772.224311615,6636047.624348166]}"
1065,252,A0381691,-0.1,51.516667,417,Londres,Londres,London,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,2643743.0,,Middlesex,NOR-THAM,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-11131.949079327,6713200.05942485]}"
1066,743,A0123256,-1.55,48.566667,1,Pas au Bœuf,Le Pas au Bœuf,Le Pas au Bœuf,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,2979940.0,Saint-Malo,Bretagne,MAN-PORT,Saint-Malo,Saint-Malo,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-172545.210729575,6201651.170895278]}"
1067,597,A0153622,-1.85,49.7,36,Omonville,Omonville,Omonville,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,2989538.0,Cherbourg,Normandie,MAN-WIGH,Caen,Cherbourg,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-205941.057967557,6394482.317900557]}"
1068,1129,A0150761,-1.3,46.333333,14,Eguillon,l'Aiguillon,l'Aiguillon,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3008668.0,Sables-d’Olonne,Poitou,ACE-ROCH,La Rochelle,Sables d'Olonne,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-144715.338031255,5833927.923913791]}"
1069,778,A0189289,-1.15,44.633333,85,La Teste,La Teste,La Teste,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3006283.0,Bordeaux,Guyenne,ACE-CANT,Bordeaux,La Teste,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-128017.414412265,5563980.80064204]}"
1070,450,A0145524,-2.893367,47.549033,22,Arzon,Arzon,Arzon,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3036601.0,Vannes,Bretagne,ACE-IROI,Lorient,Vannes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-322088.141118062,6032155.243771414]}"
1071,1010,A0186515,-1.133333,45.766667,203,La Tremblade,La Tremblade,La Tremblade,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3006170.0,Marennes,Saintonge,ACE-ROCH,La Rochelle,Marennes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-126162.052459214,5743035.962550486]}"
1072,1167,A0380443,-3.25,58.35,0,,Camster,Camster,Ecosse,Grande-Bretagne,Scotland,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Ecosse""}]",,,,,Ecosse,NOR-CROM,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-361788.345078139,8041203.810265623]}"
1073,767,A1965209,3.593159,43.352145,31,Languedoc,Languedoc,Languedoc,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3004839.0,Agde,Languedoc,MED-LION,Montpellier,Agde,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[399988.630219268,5365726.435560356]}"
1074,136,A0394379,-4.244444,51.688333,1,Boury Angleterre [Burry Port],Burry Port,Burry Port,Pays de Galles,Grande-Bretagne,Wales,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Pays de Galles""}]",,,2654229.0,,Glamorgan shire,ANE-LUND,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-472489.344780566,6743967.059355549]}"
1075,106,A0380284,-4.8,55.616667,1,Salcots,Saltcoats,Saltcoats,Ecosse,Grande-Bretagne,Scotland,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Ecosse""}]",,,3109193.0,,Ecosse,ANE-MALI,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-534333.555807714,7482480.31321605]}"
1076,990,A0388192,1.383233,51.382833,10,Margate,Margate,Margate,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,2643044.0,,Kent,NOR-THAM,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[153980.793208452,6689293.884096387]}"
1077,493,A0150947,-0.35,49.3,10,Luc [sur Mer],Luc-sur-Mer,Luc-sur-Mer,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2997204.0,Caen,Normandie,MAN-WIGH,Caen,Caen,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-38961.821777646,6325919.274572152]}"
1078,483,A0386900,-2,55.783333,3,Berwick,Berwick,Berwick,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,2655824.0,,North Umberland,NOR- FORH,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-222638.981586547,7515403.740522978]}"
